ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
5674,education,geometry,chatgpt,"I wanted to pursue an education in mathematics, but I was having trouble with geometry.","Years later,","I graduated with a degree in physics, because my aunt the geometry teacher helped me learn what I needed to learn!","Months later,",I couldn't complete school and I dropped out,I changed my course of study to related courses
618,business,none,none,Erica bought a ton of items to resell.,"Months later,",She was able to make some sales,"Weeks later,",Erica was disappointed that what she bought customers didn't like.,Erica bought products people wanted to buy.
4754,sports,canoeing,gpt3,The government is determined to promote water sports,"Years later,",The country hosts its first international boat riding event.,"Weeks later,",Citizens don't express much interest in water sports so the government stops promoting them.,Citizens of the country are excited about water sports.
4717,sports,snowboarding,gpt3,A snowboarder got his first sponsorship when he won a race that winter.,"Years later,",The snowboarder was able to qualify for the Olympics after his funding allowed him to train more.,"Days later,","While celebrating, the snowboarder was arrested for ecstasy possession and dropped by his sponsor.","For an athlete, sponsorship brings in funding, which helps improve performance, which in turn helps one make the Olympics."
7232,scitech,software,chatgpt,Alice is a software programmer.,"Years later,",Alice retires early after her company's tech stocks vest.,"Months later,",She couldn't continue working because she's getting weak,She is qualified and was employed
8462,Work,job opportunities,gpt3,Job opportunities open up in New York.,"Months later,",Crime goes down.,"Days later,",The jobs are filled by non-criminals.,Many criminals get jobs.
8572,Politics,national,gpt3,The national election results have come out.,"Months later,",The losing party refuses to accept the new president as their president.,"Days later,",The losing candidate accepts the results and calls for his party to do the same.,The losing candidate calls the election rigged.
9205,Science/Technology,experiment,chatgpt,Tim conducts a science experiment on monkeys.,"Years later,",Tim is arrested for harming animals.,"Seconds later,",Tim realizes he hurt the monkeys and immediately stops using them.,The monkeys are injured by the experiments.
6694,education,student engagement,gpt3,Bob struggles to engage his students when he is teaching.,"Months later,",Many of his students have failed.,"Weeks later,",Bob came up with an effective teaching strategy which the student liked.,The student became continually stubborn to listen
9551,Politics,bureaucracy,chatgpt,They are designed to maintain uniformity and control within the organization,"Decades later,",bureaucracy is play an important role in  politics,"Years later,",They're not fair,They have fair levels
4914,travel,beach,gpt3,The country decides to clean its beaches in readiness for the holidays,"Months later,",Many tourists sunbathe in the beaches.,"Days later,",Visitors didn't appear in the country.,They wanted to get ready for visitors.
1965,entertainment,none,none,A new movie is released.,"Months later,",The movie receives a warm welcome and many praises.,"Weeks later,","The movie is not advertised, so few know it exists.",The movie is well advertised.
7805,entertainment,entertainment,chatgpt,A video game company is purchased by a larger entertainment company.,"Years later,",The video game company releases games starring their parent company's properties.,"Months later,",The larger company tells the video game company to keep working on their original projects.,The video game company is given a choice of many of the company's properties to work on.
7840,entertainment,costume,chatgpt,Jonah excels in costume design.,"Years later,",Jonah gets discovered in the entertainment industry and makes costumes for the stars.,"Weeks later,",He discovers he has macular degeneration and is slowly going blind,He begins to work for Disney
7887,entertainment,card game,chatgpt,Joseph invents a new and fun card game.,"Decades later,",The card game is gets accepted by the community.,"Years later,",Joseph is found guilty of murder and his image is tarnished.,Many like this new card game.
3215,scitech,technology,chatgpt,A company develops a technology that can read minds,"Decades later,",People are more honest with each other,"Months later,",a company fails their new technology,a company plan to test that  technology so they introducing in the market
