ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
1320-1,Sonia develops a treatment that can potentially cure cancer,Sonia's treatment has no known side effects.,1320,scitech,none,"Decades later,",The side effects to the treatment are deadly.,"Months later,",The life expectancy of people around the globe skyrockets
1320-2,Sonia develops a treatment that can potentially cure cancer,The treatment is effective.,1320,scitech,none,"Decades later,",The treatment is discovered to have deadly side effects.,"Weeks later,",The life expectancy of people around the globe skyrockets
1320-3,Sonia develops a treatment that can potentially cure cancer,Sonia's treatment is released to the market.,1320,scitech,none,"Decades later,",It turns out to have deadly side effects.,"Days later,",The life expectancy of people around the globe skyrockets
13320-1,The man does not pay attention to his overweight problem.,Obesity is detrimental to health.,13320,Health,overweight,"Years later,","A new drug comes out, which is readily available to anyone, and it solves obesity instantly without side effects.","Months later,",The man is diagnosed with cancer.
13320-2,The man does not pay attention to his overweight problem.,The man's health continues to decline.,13320,Health,overweight,"Years later,",The man starts exercising and eating right.,"Weeks later,",The man is diagnosed with cancer.
13320-3,The man does not pay attention to his overweight problem.,The man's health deteriorates.,13320,Health,overweight,"Years later,",He pays more attention to his health at the advice of his doctor.,"Days later,",The man is diagnosed with cancer.
1337-1,James decides to buy the season pass of the new gta game.,James is the early bird who get the privilege to buy the game.,1337,entertainment,none,"Months later,",The game is overwhelmingly popular and runs out of quotes before James can get one.,"Hours later,",James downloads the new dlc after it comes out.
1337-2,James decides to buy the season pass of the new gta game.,James loves the new GTA game and is anxiously awaiting new content.,1337,entertainment,none,"Months later,",James becomes bored with GTA and moves on to another game.,"Days later,",James downloads the new dlc after it comes out.
1337-3,James decides to buy the season pass of the new gta game.,James spends all his time on the game.,1337,entertainment,none,"Months later,",James gets bored of the game and gives it away.,"Weeks later,",James downloads the new dlc after it comes out.
1339-1,A scientist discovers a cure for Covid.,The disease is effective against all variants of COVID past and future.,1339,scitech,none,"Decades later,",A new COVID variant emerges that has mutated to resist the cure and spreads globally at an alarming rate.,"Months later,",The Covid disease is completely eradicated
1339-2,A scientist discovers a cure for Covid.,The cure for Covid hits the market.,1339,scitech,none,"Decades later,",The Covid cure proves to be ineffective and is removed from the market.,"Months later,",The Covid disease is completely eradicated
1339-3,A scientist discovers a cure for Covid.,The cure is made available worldwide.,1339,scitech,none,"Decades later,",The cure does not work against the new strain of Covid.,"Months later,",The Covid disease is completely eradicated
13460-1,she has found the work more productive,She continues to work hard.,13460,Work,culture,"Years later,",She gets lazy and doesn’t work hard.,"Weeks later,",she hard worked at her routine work because of that she gets a chance of promotion.
13460-2,she has found the work more productive,She is able to get a promotion if she works hard enough and is able to produce quality work.,13460,Work,culture,"Years later,",She is fired because her work is sloppy and full of mistakes despite how much she seemingly produces.,"Months later,",she hard worked at her routine work because of that she gets a chance of promotion.
1361-1,"Miguel had designed a revolutionary kind of engine for spaceships that would effectively ""warp"" the space around the ship.",The engine was effective.,1361,scitech,none,"Months later,",The engine turned out to have a lot of glitches.,"Weeks later,",humankind was travelling outside of their own solar system for the very first time.
1361-2,"Miguel had designed a revolutionary kind of engine for spaceships that would effectively ""warp"" the space around the ship.",Many people invested in the spaceship.,1361,scitech,none,"Months later,",The spaceship blows up.,"Weeks later,",humankind was travelling outside of their own solar system for the very first time.
1361-3,"Miguel had designed a revolutionary kind of engine for spaceships that would effectively ""warp"" the space around the ship.",The ship that Miguel invented revolutionized spacecraft.,1361,scitech,none,"Months later,","Even if the engine Miguel invented is powerful enough, the materials needed for other parts of the ship are not yet that powerful. For this reason, it is not possible to travel long distances for now.","Weeks later,",humankind was travelling outside of their own solar system for the very first time.
1364-1,John invests in penny stocks without researching them.,A lot of research is needed to find the right investments.,1364,business,none,"Years later,",John hires an investment firm to handle his stocks.,"Months later,",John has become broke because of his careless spending.
